"X","EntrezGeneID","Length","MCL1.DG","MCL1.DH","MCL1.DI","MCL1.DJ","MCL1.DK","MCL1.DL","MCL1.LA","MCL1.LB","MCL1.LC","MCL1.LD","MCL1.LE","MCL1.LF"
15291,20341,1685,36,55,64,56,35,30,392,500,458,484,285,272
15292,53970,4189,282,202,377,296,350,318,378,423,326,256,119,89
15293,109334,1958,0,0,1,2,2,0,1,1,1,0,1,0
15294,107650,3692,1065,951,923,864,962,945,966,977,878,787,555,505
15295,319916,1877,27,30,41,31,33,17,47,48,23,33,13,17
15296,78266,4632,459,456,463,416,305,360,834,872,608,530,373,351
15297,74937,1085,14,2,9,9,8,9,6,6,0,2,4,5
15298,19185,1252,1946,1446,2022,1904,1579,1510,2419,2481,2556,2527,1333,1272
15299,18720,2536,1073,1018,945,760,717,722,1335,1502,1126,1131,427,427
15300,21427,1436,763,535,545,520,516,595,729,704,450,374,171,160
15301,50874,1241,58,41,13,14,23,23,58,66,18,19,2,7
15302,69269,872,182,110,105,113,122,163,143,162,117,90,35,47
15303,217779,2401,145,83,107,89,149,154,91,86,65,60,51,57
15304,69769,1122,5,4,4,2,7,10,1,3,0,2,0,2
15305,668436,541,276,254,270,267,251,254,369,389,319,289,184,197
15306,20360,2843,312,223,106,97,105,187,106,98,18,20,7,8
15307,213054,8687,1361,1184,1297,1180,1276,1168,1628,1837,1289,1086,915,832
15308,100504029,957,1,4,1,5,5,3,1,5,3,2,3,6
15309,56772,2514,232,171,124,81,95,105,81,114,65,46,45,47
15310,57912,2820,2136,2196,1905,1506,1977,1800,3327,3998,5247,4704,2876,2959
15311,229588,1470,4,7,3,5,11,3,9,15,7,9,0,0
15312,171388,1788,69,72,41,32,32,50,556,646,255,238,28,32
15313,229589,3140,279,234,240,185,263,275,394,393,196,231,86,113
15314,75007,2834,635,553,440,367,392,452,1129,1203,825,847,486,431
15315,71790,1978,16,24,13,13,15,11,149,263,17,20,3,7
15316,100038425,784,5,8,4,4,6,5,13,6,2,1,0,2
15317,76893,2019,2334,1729,2044,1807,1500,1427,3771,3742,3398,3281,2312,2565
15318,84505,4660,1212,988,851,638,697,738,1122,1240,899,719,542,561
15319,67654,734,0,0,0,0,0,0,0,0,0,0,0,0
15320,668448,407,9,3,6,8,11,5,15,11,3,2,3,3
15321,100043305,1119,73,81,60,33,38,58,74,70,46,52,40,52
15322,11863,4370,1388,1300,1388,1331,1387,1383,1038,1273,1148,1063,872,787
15323,13038,1482,47,72,77,78,55,47,22,43,24,16,21,12
15324,13040,1355,20,27,69,42,1,5,13,13,22,13,2,1
15325,67981,1511,0,0,0,0,0,0,0,0,0,0,0,0
15326,229593,2841,257,173,185,147,231,271,441,460,281,226,565,496
15327,56205,2962,2499,2254,2679,2170,2085,1836,1912,2198,1792,1517,1039,888
15328,100861841,892,2,2,0,0,1,0,0,1,1,1,1,0
15329,17210,3488,18631,16475,15899,13242,12588,12414,26047,25681,22190,23441,9194,7756
15330,229595,3856,666,445,385,460,1328,1499,505,527,168,239,141,163
15331,13601,1899,2416,2005,1006,1075,1554,1509,3232,4267,2160,2574,522,468
15332,71807,4440,690,538,554,447,397,433,756,819,612,514,430,418
15333,75137,8419,876,740,783,607,571,517,902,981,656,650,374,363
15334,70767,2732,746,601,532,399,254,294,835,809,687,521,326,288
15335,66292,407,287,232,314,293,316,276,575,500,535,498,479,518
15336,100042889,1726,1,4,5,2,9,5,7,13,6,8,5,2
15337,229599,1395,132,87,83,35,21,39,47,42,57,39,35,63
15338,229600,447,6,9,4,4,5,13,2,2,2,0,0,2
15339,226548,2851,1027,944,1008,879,776,856,1973,2149,1838,1681,918,891
15340,23831,1625,5,7,7,6,10,7,7,11,6,8,1,3
15341,66471,3260,3790,3002,3270,2583,1694,1562,2537,2705,1409,924,685,598
15342,668224,707,7,2,6,13,13,5,0,0,0,1,0,0
15343,67220,1370,288,184,351,295,441,359,58,73,63,56,36,45
15344,22365,2626,244,137,231,233,203,210,273,252,307,217,337,336
15345,229603,8101,1155,1410,991,970,1086,971,1082,1294,949,935,322,314
15346,194126,2812,476,373,306,275,792,840,81,99,20,21,24,20
15347,100504127,3486,39,28,27,29,32,40,16,11,1,5,2,2
15348,107701,1697,1400,1168,1173,932,678,623,1261,1331,1011,767,402,376
15349,64051,3920,49,32,62,62,70,67,7,8,5,11,25,24
15350,69168,729,99,73,112,96,74,82,245,197,193,147,158,137
15351,621893,393,1,1,0,0,1,0,0,1,1,2,1,1
15352,319176,390,2,3,2,1,3,2,7,10,4,2,3,1
15353,319190,2618,34,21,41,52,56,62,57,77,21,27,56,36
15354,97114,1020,4,8,5,6,10,14,22,32,17,8,44,36
15355,319192,393,0,0,2,5,0,1,5,7,3,4,12,7
15356,15267,578,76,72,93,108,126,143,283,470,219,212,326,298
15357,15077,1825,70,56,75,48,108,99,69,302,66,72,183,182
15358,97122,348,1,1,2,1,1,2,0,3,3,2,4,1
15359,319154,411,1,1,1,1,1,0,0,2,0,1,3,4
15360,319189,493,14,14,6,1,14,9,10,20,1,2,13,24
15361,14129,2589,8,7,7,2,7,11,1,5,0,1,2,4
15362,100504145,2417,0,0,0,0,0,0,0,0,0,0,0,0
15363,19844,165,0,1,0,1,0,0,0,0,0,0,0,0
15364,19845,165,0,0,0,0,0,0,0,0,0,0,0,0
15365,100504171,1749,0,0,0,0,0,0,0,0,0,0,0,0
15366,21748,397,0,1,0,1,0,0,2,3,4,0,1,1
15367,329716,1159,0,0,1,3,2,1,2,0,1,0,0,0
15368,19847,166,0,1,1,0,1,0,2,1,0,2,0,0
15369,100038359,2853,20,20,18,14,12,18,17,30,4,8,1,4
15370,69585,2021,0,2,1,0,0,0,0,0,0,0,0,0
15371,100038464,1673,3,7,9,3,5,7,24,24,40,46,196,233
15372,56338,2801,6536,6058,8166,7860,7029,7779,15565,14727,22167,21986,32434,42056
15373,69870,1402,126,166,136,152,123,114,275,320,191,246,96,107
15374,545554,2586,26,29,42,34,29,21,3,0,1,1,4,1
15375,280411,2509,1429,1258,1711,1475,1395,1221,216,173,229,305,51,52
15376,229613,2828,149,124,159,127,113,146,150,201,146,112,116,114
15377,60365,2616,1157,976,1153,911,695,719,1024,1134,701,641,310,329
15378,18632,2590,498,318,315,258,292,318,357,353,265,192,216,220
15379,213119,5044,167,185,201,192,115,78,120,150,139,123,54,40
15380,213121,4054,90,150,134,134,163,172,60,75,13,22,18,11
15381,229615,3095,638,446,616,535,656,675,364,382,224,169,112,109
15382,78373,1362,75,79,45,54,40,64,98,99,12,28,2,4
15383,74414,1796,397,335,349,318,314,322,710,752,718,606,353,373
15384,67845,2265,886,854,1050,782,772,674,851,977,1234,1058,555,592
15385,54215,2642,4,5,3,4,3,7,7,5,12,4,2,8
15386,67583,2051,0,0,0,0,1,0,0,0,0,1,0,0
15387,59020,2463,106,77,76,69,84,56,143,147,118,91,97,113
15388,67549,1765,446,397,293,290,239,244,719,758,963,832,703,650
15389,14616,1394,4,1,0,0,1,2,1,0,1,0,0,2
15390,14613,3109,66,103,19,30,36,31,5,23,3,3,4,6
15391,66659,1756,902,914,612,571,553,517,758,838,706,506,311,288
15392,77578,4652,659,555,488,361,311,439,389,417,659,591,132,121
15393,100504261,1538,1,3,5,5,3,3,1,0,0,1,2,0
15394,258272,963,0,0,0,0,0,0,0,0,0,0,0,0
15395,68058,2989,574,394,300,294,194,202,518,462,348,283,201,198
15396,14263,5319,144,160,45,75,112,137,48,42,25,38,21,17
15397,108097,4277,887,853,1343,1366,1407,1357,607,719,674,736,105,114
15398,83679,15208,1004,884,834,694,881,834,720,739,1977,1730,1295,1527
15399,100504273,464,0,0,0,0,0,0,0,0,0,0,0,1
15400,20333,1815,865,838,807,738,684,661,912,950,1170,939,1245,1203
15401,433632,891,3,2,1,0,0,1,2,1,1,0,2,0
15402,18129,10506,1582,1269,1423,1395,1726,1580,1665,1684,1840,1670,418,551
15403,71078,2362,3,4,6,5,5,4,2,3,1,2,0,0
15404,67709,1021,0,0,1,0,0,0,0,1,0,0,0,0
15405,15360,3294,42,30,13,18,11,7,1718,1244,170,316,6,11
15406,236539,1871,532,392,782,570,323,347,1033,1031,2243,1640,584,436
15407,242109,5164,28,34,32,32,43,26,93,99,66,83,36,49
15408,100043461,1851,0,0,1,0,0,0,0,0,0,0,0,0
15409,15495,1785,0,0,0,0,0,0,0,0,0,0,0,0
15410,100043456,1747,0,0,0,0,0,0,0,0,0,0,0,0
15411,545555,635,2,2,1,2,2,0,2,1,1,2,2,1
15412,15496,1607,0,0,0,0,0,0,0,0,0,0,0,0
15413,15493,1800,0,0,0,0,0,0,0,0,1,1,0,0
15414,15494,1769,0,1,1,0,0,1,0,0,2,0,1,0
15415,15497,1802,0,0,0,0,0,0,0,0,0,0,0,0
15416,15492,1852,0,0,0,0,0,0,0,1,0,0,0,0
15417,56185,2042,0,0,0,0,0,0,1,0,0,0,0,0
15418,70560,4388,226,188,220,202,164,188,339,330,289,230,126,103
15419,21384,3567,18,26,15,20,9,9,2,4,3,1,1,2
15420,74362,7862,4,6,10,6,2,1,8,6,6,5,1,3
15421,320613,3221,0,0,0,0,0,0,0,0,0,0,0,0
15422,269470,3428,835,697,645,500,350,403,829,918,753,602,247,276
15423,14547,2871,489,455,436,380,412,398,404,509,510,422,401,334
15424,73806,691,0,0,0,0,0,0,0,0,0,0,0,0
15425,74645,2029,1310,628,445,351,515,613,216,184,257,290,659,908
15426,17156,7944,3037,3033,3694,3484,3960,3849,2709,2829,2502,2458,2526,2689
15427,242122,2622,436,395,177,426,1657,1683,1257,1246,372,554,84,79
15428,229644,5801,219,196,285,280,483,486,79,100,43,62,30,20
15429,74044,4541,316,247,285,264,277,296,314,274,215,172,241,236
15430,630146,3269,6,5,4,2,3,3,2,10,11,6,1,0
15431,19221,5786,5566,3510,3677,3185,3773,3573,2494,2362,1717,1368,756,794
15432,12481,1144,2,0,1,1,0,0,0,0,0,1,2,0
15433,78908,7330,1349,1372,1250,1060,548,590,900,1281,1549,1382,459,614
15434,11928,3702,48564,51394,49756,55762,57152,51412,30251,31086,18736,16550,13264,12628
15435,242125,3558,115,67,28,23,14,8,31,31,39,20,5,3
15436,242126,6641,284,284,206,145,200,189,202,209,40,30,16,6
15437,18072,3353,0,1,2,0,0,0,0,0,0,0,0,0
15438,12373,2461,275,294,1163,1682,4817,3775,1,2,3,1,7,2
15439,229658,3560,760,572,584,677,1002,1157,322,298,303,306,78,66
15440,319951,1864,0,0,1,0,1,0,0,1,0,0,0,0
15441,18049,1187,24,172,456,208,215,96,21,93,11,5,1,1
15442,78491,590,2,0,2,1,0,3,1,0,0,0,1,0
15443,70747,4362,2317,1867,3746,3265,5812,4970,363,368,292,281,431,545
15444,22094,645,5,9,9,15,17,23,3,0,3,1,11,8
15445,20957,3437,129,79,170,88,121,63,107,75,46,49,22,30
15446,381463,2835,115,63,42,17,0,3,70,74,88,32,35,30
15447,66641,2798,482,420,691,632,804,717,380,426,327,345,165,164
15448,229663,4201,7362,6208,6957,6233,6712,5855,6776,6674,5919,5419,3442,3320
15449,18176,4470,2052,2169,2118,1617,1674,1345,2573,2967,2232,2273,573,588
15450,229665,2342,52,67,90,55,76,48,14,23,30,64,7,9
15451,329727,4979,736,980,1615,1517,797,540,518,618,74,103,67,76
15452,68183,1422,905,879,1118,963,719,649,1229,1204,1234,1011,532,515
15453,94093,8868,1856,1454,1692,1392,1240,1280,1724,1917,2257,2083,1268,1316
15454,54524,4416,1,1,0,2,0,0,4,1,3,4,4,17
15455,99543,1736,114,189,30,25,21,22,17,45,23,23,11,16
15456,15257,8049,3973,4129,4391,4457,3973,3369,4932,5751,3894,4156,3398,3355
15457,140917,4288,189,208,216,178,138,152,173,137,126,107,163,156
15458,100503157,633,0,1,2,4,1,1,2,4,12,11,57,43
15459,67489,2910,240,286,393,354,248,243,288,325,187,181,370,343
15460,229672,2093,30,22,102,52,41,29,158,222,1776,1346,1185,1282
15461,19260,2728,17,20,49,42,20,11,13,36,196,114,43,61
15462,229675,6727,1171,968,988,832,691,616,667,719,416,379,152,149
15463,100125931,3781,5,6,2,7,1,2,3,2,6,1,1,2
15464,18685,3453,630,479,422,495,506,496,374,325,155,158,125,142
15465,99470,6672,619,672,937,734,380,335,2456,2278,2309,1851,1059,1173
15466,433634,2771,0,0,1,1,0,1,5,5,6,12,19,20
15467,269473,7112,766,738,666,577,557,588,577,626,395,367,212,197
15468,20501,4426,6248,5683,4308,4142,2716,2096,1797,1562,3294,3131,3214,3047
15469,624251,785,3847,3405,3168,2620,1892,2059,3875,4601,2381,2387,1596,1655
15470,329731,4317,9,0,0,5,6,5,3,5,7,8,35,30
15471,71887,1721,77,79,92,93,49,42,132,145,113,115,229,251
15472,11853,1056,2881,2564,3660,3671,3333,3070,2385,2660,599,847,503,518
15473,17454,3772,124,114,103,73,86,97,154,166,101,107,67,76
15474,100504553,859,0,0,0,0,0,0,0,0,0,0,0,0
15475,12340,3187,1129,1019,1158,1027,1072,844,1327,1509,1344,1296,839,814
15476,229681,5991,505,492,519,452,497,426,532,584,482,446,286,312
15477,22414,3573,40,22,19,22,24,11,27,30,7,11,4,5
15478,80281,5000,2914,3201,1638,1663,2296,2072,2399,3346,2426,2163,236,170
15479,75269,737,0,0,0,0,0,0,0,0,0,0,0,0
15480,78635,1090,2,0,0,0,0,0,0,0,0,0,0,0
15481,56543,7226,6,1,2,7,10,5,9,1,7,24,13,2
15482,53975,2710,315,331,208,161,108,125,488,411,651,604,386,401
15483,109050,4781,106,64,67,67,154,132,42,43,9,2,13,20
15484,109905,1294,1046,1121,1753,1671,1927,1627,958,988,970,907,504,501
15485,433637,459,0,0,1,0,0,0,0,0,0,0,0,0
15486,11542,2752,2,2,1,0,6,1,0,0,0,0,4,1
15487,433638,1066,0,4,1,1,1,1,1,2,3,1,5,1
15488,11950,1456,1893,1826,2526,2207,1762,1487,2932,3008,3302,2895,3073,2933
15489,70465,3553,1747,1317,1600,1119,593,514,1592,1607,1355,1116,642,709
15490,12659,2525,136,136,140,125,64,53,76,92,189,215,60,37
15491,100503311,1127,0,0,0,0,0,0,1,1,0,0,0,0
15492,229687,1509,0,2,0,1,3,0,1,0,0,0,0,0
15493,81600,1526,0,0,0,0,0,0,0,0,0,0,0,0
15494,12655,1539,1,0,0,0,0,0,0,0,0,0,0,1
15495,104183,1510,0,0,0,0,0,0,0,0,0,0,0,0
15496,229688,1668,1,0,1,1,3,3,0,0,1,4,0,3
15497,69206,1558,0,0,4,3,7,2,12,10,2,6,9,5
15498,72121,2345,236,179,392,409,299,370,591,663,355,251,326,324
15499,99712,2773,636,599,718,711,778,726,766,822,686,686,764,815
15500,67171,2197,260,279,245,250,290,270,481,521,404,476,404,388
15501,321000,3507,203,172,196,207,204,203,360,363,204,215,115,128
15502,12508,2802,1,3,5,7,3,3,5,2,1,2,0,3
15503,258482,951,0,0,0,0,0,0,0,0,0,0,0,0
15504,16491,1968,0,3,2,1,1,0,0,1,0,0,0,1
15505,229694,5544,6,18,11,1,2,0,0,6,2,0,1,1
15506,109226,1512,0,0,0,0,0,0,0,0,0,0,0,0
15507,16490,11582,23,23,7,16,14,16,1,0,0,0,1,1
15508,242151,1826,0,0,0,0,0,0,0,0,0,0,0,0
15509,229697,1234,0,0,2,3,3,1,0,0,10,15,22,19
15510,319929,666,1,0,2,1,2,1,0,0,13,9,17,25
15511,246691,414,1,1,1,0,1,0,1,1,5,7,18,24
15512,68576,884,312,312,313,340,330,364,466,425,381,405,380,423
15513,229699,2186,11,18,11,14,9,5,74,92,15,36,26,32
15514,229700,3270,1069,941,983,829,590,600,710,745,686,578,386,392
15515,99738,3013,2,6,6,4,4,8,6,4,0,0,1,5
15516,229706,6308,97,149,68,67,10,16,21,35,15,6,2,0
15517,67591,1376,0,0,0,0,0,0,0,0,0,0,0,0
15518,11694,1867,0,0,0,1,0,0,0,0,0,0,0,0
15519,229707,3231,1032,1184,1893,1530,791,871,1292,1552,1569,1398,368,376
15520,229709,3851,4574,4425,6293,5516,4794,4418,4585,4473,4083,3772,2530,2394
15521,12977,4422,7414,10574,19712,17860,2540,2006,2668,2258,7862,10604,486,467
15522,280047,662,1579,1778,1589,1363,832,748,2260,2175,1655,1440,709,671
15523,99662,2270,0,0,0,0,0,0,0,0,0,0,0,0
15524,100038644,1877,0,0,0,0,0,0,0,0,0,0,0,0
15525,329735,5407,217,207,208,273,229,238,126,127,104,123,108,106
15526,14866,911,924,1009,1511,1486,1221,1090,474,472,316,342,257,281
15527,68312,1305,32,35,65,61,157,145,20,22,29,22,218,169
15528,14867,1152,2,4,1,3,3,2,1,0,0,2,0,0
15529,14864,1202,1,2,1,1,2,0,0,1,0,1,0,1
15530,14863,1047,101,142,66,95,27,60,81,60,8,5,13,7
15531,14862,1294,750,649,553,695,748,742,273,278,90,125,31,33
15532,14865,1672,120,116,162,182,178,168,214,207,73,81,55,63
15533,109674,3650,1643,1092,1103,891,699,656,1021,905,898,708,423,435
15534,14686,1629,14,7,10,9,15,16,9,12,3,4,9,5
15535,14679,3211,4354,4380,4554,4080,3553,2799,5450,6087,5772,5168,2192,2192
15536,229714,3686,0,0,0,0,0,0,0,0,0,0,0,0
15537,229715,5031,187,142,154,119,157,164,399,446,294,214,164,173
15538,72023,4191,150,128,101,86,139,176,289,315,280,257,183,150
15539,72522,3011,442,258,234,188,139,224,318,316,134,89,27,31
15540,17306,3247,0,0,0,0,0,0,1,2,1,2,0,0
15541,26442,1217,386,317,363,342,223,197,499,455,390,328,163,149
15542,20661,6755,298,304,186,121,72,58,5089,4754,1497,1438,2164,2084
15543,100502732,5241,0,0,0,0,0,0,0,0,0,0,1,1
15544,68753,1276,0,0,1,0,0,0,2,3,1,0,0,0
15545,100038453,2439,4,4,0,0,1,1,3,3,0,3,0,0
15546,56742,1773,71,69,62,47,18,16,242,264,85,43,73,39
15547,53883,10543,4434,3441,1807,2027,2147,2144,5457,6113,2524,2631,1264,1260
15548,20226,3704,1727,1604,1826,1541,1364,1247,2598,2879,3919,3622,1767,1702
15549,229722,3326,8,14,4,5,6,2,285,477,78,70,11,4
15550,75504,592,4,0,0,1,0,0,2,1,0,0,0,0
15551,100217438,61,1,0,2,0,0,0,0,0,1,0,0,0
15552,67495,2864,1206,1125,1177,1050,1187,1058,1714,1702,1565,1541,1487,1226
15553,99730,1289,1291,1092,1066,999,1566,1461,582,640,458,391,310,312
15554,99512,4223,828,628,480,536,973,917,540,746,544,572,313,285
15555,100862093,478,0,0,0,0,0,0,0,0,0,0,0,0
15556,229725,3601,843,803,688,621,698,636,708,666,474,416,896,831
15557,76123,3488,2072,1435,1195,1377,4638,5302,159,220,232,131,368,350
15558,329738,2603,17,12,5,16,108,99,0,0,0,0,0,0
15559,20912,2406,548,435,612,574,931,939,642,734,594,640,342,358
15560,320181,5122,6,1,14,15,19,12,28,19,34,58,32,39
15561,66921,3003,2429,2185,2467,1942,1564,1705,3117,3327,2954,2751,1133,1297
15562,66715,2131,2,8,9,11,9,6,2,3,0,0,0,0
15563,329739,5702,620,631,655,519,1450,1430,566,689,225,275,55,56
15564,74686,1538,0,0,0,1,2,1,0,1,0,0,0,0
15565,100502813,999,6,7,9,10,5,15,7,13,3,9,1,1
15566,229731,3383,659,547,732,624,1012,812,744,947,301,419,36,42
15567,57257,5084,2124,1701,1743,1713,2638,2451,596,350,181,194,167,135
15568,80883,5481,659,763,1223,1208,928,870,625,569,83,54,6,1
15569,99890,4200,376,464,529,400,189,134,464,573,528,423,206,241
15570,625585,1927,0,0,0,0,0,0,0,0,0,0,0,0
15571,545562,1413,0,0,0,0,0,0,0,0,0,0,0,1
15572,100862117,364,0,0,0,0,0,0,0,0,0,0,0,0
15573,109959,1577,0,0,0,0,0,0,0,0,0,1,0,0
15574,100043684,3723,0,0,0,0,0,0,0,0,0,0,0,0
15575,100862123,364,0,0,0,0,0,0,0,0,0,0,0,0
15576,100043686,3723,0,0,0,0,0,0,1,0,0,1,0,1
15577,100862131,364,0,0,0,0,0,0,0,0,0,0,0,0
15578,100043688,3723,0,0,0,0,0,0,0,0,0,0,0,0
15579,100862139,364,0,0,0,0,0,0,0,0,0,0,0,0
15580,100043207,790,0,0,0,0,0,0,0,0,0,0,0,0
15581,11722,1822,48,42,12,17,26,28,57,79,49,68,14,17
15582,67225,3888,603,565,723,586,609,543,680,713,535,526,198,256
15583,100502863,628,191,150,167,125,104,105,129,173,133,134,85,75
15584,12814,7275,1314,2423,4611,4400,3418,2731,1252,909,25,26,3,5
15585,229759,4117,0,0,0,0,0,0,0,0,0,0,0,0
15586,13609,3029,922,1412,495,472,292,322,220,315,78,58,29,37
15587,68161,1406,47,64,82,62,66,64,71,84,71,64,35,38
15588,69740,1567,210,184,278,233,110,108,222,249,161,129,66,94
15589,66500,9020,1448,1431,1823,1649,1208,1164,1354,1530,2018,1599,1789,1745
15590,58193,3253,335,284,460,415,305,284,128,109,83,75,87,88
15591,22329,3398,3712,2361,2162,2124,758,1136,348,315,325,148,42,32
15592,64378,3450,6,6,8,9,2,2,0,0,4,0,0,0
15593,229776,4485,588,686,622,435,464,535,1312,1111,159,106,60,57
15594,66368,1561,545,447,391,359,325,365,437,417,308,266,191,218
15595,13171,3292,543,449,629,354,420,363,546,563,791,428,1072,1103
15596,109245,5230,35,33,27,22,22,15,38,31,37,31,9,16
15597,229780,3159,100,105,113,68,80,88,117,97,75,65,53,68
15598,72776,4241,43,39,36,41,41,41,71,82,106,63,59,62
15599,15247,2782,2381,2478,3116,2586,2317,1927,1971,1835,1304,1149,1172,1217
15600,229782,4027,531,564,626,566,571,509,1368,1347,1298,1081,1300,1427
15601,77559,9625,652,528,999,892,1111,975,349,357,413,321,270,351
15602,20321,2576,322,331,217,206,149,163,565,545,655,600,767,865
15603,114301,2394,1096,1481,375,609,690,968,193,155,87,102,28,29
15604,74654,1341,0,0,1,0,1,1,0,0,0,0,0,0
15605,433646,1962,0,1,0,0,0,0,0,0,0,0,0,0
15606,229791,5690,10,30,19,26,43,24,43,60,42,31,30,51
15607,75769,4044,1,0,0,0,0,0,0,0,0,0,0,0
15608,76561,2171,240,313,386,408,340,309,323,281,229,200,179,165
15609,387155,73,0,0,0,0,0,0,0,0,0,0,0,0
15610,791377,1228,0,0,0,0,0,0,0,0,0,0,0,0
15611,99586,4437,33,44,43,81,28,26,40,34,18,26,6,3
15612,56195,3364,2866,2865,2481,2552,2379,2118,1057,1097,905,914,267,224
15613,100502997,673,5,5,4,7,2,3,3,6,1,0,0,5
15614,66568,1698,50,53,50,48,26,28,212,202,39,44,25,29
15615,99887,6224,196,196,116,90,89,37,9051,9043,739,887,1024,1002
15616,66789,910,286,257,383,324,401,351,586,582,421,406,315,283
15617,71994,2003,8346,8652,10873,9899,7738,6975,5477,5878,4065,3798,963,976
15618,213603,2560,154,171,210,182,269,266,1070,1086,926,962,374,337
15619,319839,3661,29,81,229,180,113,101,100,109,123,124,19,13
15620,100503044,2759,1,5,1,2,0,1,8,17,3,1,1,2
15621,619318,1127,0,0,0,0,0,0,0,0,0,0,0,0
15622,14066,1876,1573,2699,5049,4483,1713,1135,5706,9942,2343,2668,239,186
15623,19299,3399,1415,1260,2027,1803,2308,2337,1721,1997,3501,3212,2390,2343
15624,214137,5091,727,758,614,591,623,696,547,623,688,644,396,463
15625,11304,7248,19,36,18,27,6,10,13,20,10,13,11,10
15626,14630,1470,1621,1829,1547,1641,1031,1030,1306,1273,934,851,551,547
15627,100503394,1802,7332,7174,8540,7475,5938,5014,8540,8347,5673,4893,4260,4200
15628,99480,2403,2736,2427,2685,2265,1952,1736,1855,1885,1769,1500,918,896
15629,791077,119,1,0,1,0,0,0,0,0,0,0,0,0
15630,100043726,905,1,4,5,3,1,1,9,13,9,9,2,1
15631,29815,3301,730,902,908,665,391,385,346,411,492,367,100,70
15632,214459,5330,5362,4534,4250,3490,2909,2733,3405,3158,4350,3528,818,780
15633,242202,6728,359,368,605,1013,1045,815,409,371,93,96,49,40
15634,71647,1156,0,0,0,0,0,1,0,0,0,0,0,0
15635,74057,768,4,2,0,3,3,3,4,2,3,2,2,0
15636,14079,645,0,0,0,0,0,2,0,1,0,0,0,0
15637,100862236,574,0,0,0,0,0,0,0,0,0,0,0,0
15638,67704,976,25,20,22,18,21,28,16,11,7,3,20,20
15639,99526,4014,1479,1533,2185,1836,1583,1519,911,924,1318,1394,1968,1818
15640,59006,1153,1,2,1,3,12,14,0,0,0,2,0,2
15641,118449,7116,2389,1780,4899,6620,18059,16515,30,48,42,27,29,34
15642,69608,3857,3468,3849,3871,3784,2728,2654,1357,1617,3685,2987,2504,2430
15643,210529,2625,364,359,341,262,241,244,510,578,449,383,148,186
15644,19142,2607,218,331,406,374,128,95,18,38,22,33,0,3
15645,69895,785,623,575,517,448,301,362,467,499,245,215,93,104
15646,100306957,130,0,0,0,0,0,0,0,0,0,0,0,0
15647,83398,5338,5,12,2,4,2,2,1,1,0,0,0,0
15648,668809,468,0,0,0,0,0,0,0,0,0,0,0,0
15649,229801,2224,1,0,2,0,0,0,0,0,0,0,0,0
15650,71824,1983,0,0,0,0,0,0,0,0,0,0,0,0
15651,384775,757,0,0,0,0,0,0,0,0,0,0,0,0
15652,64580,3489,1,0,0,0,0,0,0,10,0,0,0,0
15653,22239,3599,7,7,1,0,0,1,459,310,5,8,1,0
15654,271970,3690,144,99,100,76,24,32,8,6,8,12,8,11
15655,100047282,210,29,32,21,15,15,9,51,39,31,32,12,10
15656,108058,4461,784,832,1157,1361,1158,1079,441,485,525,499,414,420
15657,109676,7547,597,821,705,785,387,367,1,7,60,13,3,7
15658,100862268,1766,0,1,1,0,0,0,0,0,0,0,0,0
15659,100043364,3484,4,10,5,10,4,3,0,0,0,0,0,0
15660,28036,2121,1166,1142,1112,891,688,520,1000,1009,801,615,275,238
15661,723948,74,0,0,0,0,0,1,0,0,0,0,0,0
15662,723835,68,0,0,0,0,0,0,0,0,0,0,0,0
15663,723920,69,0,0,0,0,1,0,1,0,0,0,1,0
15664,723928,66,0,0,0,0,0,0,0,0,0,0,0,0
15665,723911,75,0,1,2,0,0,0,0,0,0,0,0,0
15666,71643,7048,187,192,160,128,67,73,215,188,125,69,149,163
15667,11924,2217,3,5,3,5,0,0,1,1,0,0,0,0
15668,71481,4795,156,290,344,324,212,210,192,192,22,34,27,22
15669,211550,2137,287,337,271,213,156,169,103,124,20,12,16,24
15670,211556,2391,664,533,829,697,621,588,718,671,560,419,422,444
15671,70617,1603,152,128,195,153,170,143,149,147,214,184,103,120
15672,329753,4188,0,0,0,0,0,0,0,0,0,0,0,0
15673,100038383,1964,0,0,0,0,0,0,0,0,0,0,0,0
15674,402774,2348,0,0,0,0,0,0,0,0,0,0,0,0
15675,18741,2748,2,1,4,1,1,5,0,0,0,1,0,0
15676,13809,4208,74,82,51,87,78,59,12,10,4,0,1,2
15677,435755,1040,0,0,0,0,0,0,0,0,0,0,0,0
15678,170439,5951,457,423,549,436,795,773,825,657,533,412,2726,2541
15679,13645,4757,15,12,11,9,26,24,14,17,38,46,1065,1071
15680,319224,3869,1,0,0,0,0,0,0,0,0,0,2,3
15681,242235,1683,1,1,0,0,0,0,2,1,0,2,0,0
15682,20132,1394,2,0,1,0,0,0,3,1,0,0,0,0
15683,68147,1271,763,642,691,536,234,171,753,699,530,451,187,209
15684,12630,2073,1,1,0,0,0,0,3,2,0,4,4,2
15685,66350,1654,173,142,98,71,40,38,284,266,552,463,403,386
15686,12368,1455,370,388,317,266,320,346,333,371,375,349,241,246
15687,66815,1318,12,12,9,7,21,18,5,5,1,3,1,0
15688,99683,4702,1888,1806,1946,1708,1579,1753,1414,1719,1561,1463,593,579
15689,77018,7481,79,85,75,50,15,16,151,75,1,3,1,1
15690,71760,2718,0,0,0,1,0,0,0,0,0,0,0,1
